TaxID	Lineage	Freq
2263	Thermococcus	301
656024	Frankia symbiont of Datisca glomerata	208
1085624	Persicobacter sp. JZB09	124
121871	Haloterrigena	98
1796613	Bacteroides caecimuris	81
147645	Paracoccus yeei	79
2034	Curtobacterium	71
1224	Proteobacteria	63
648757	Rhodomicrobium vannielii ATCC 17100	42
274493	Chlorobium/Pelodictyon group	41
380021	Pseudomonas protegens	38
2	Bacteria	37
188786	Thermaceae	37
1926494	Paraburkholderia sp. SOS3	35
452637	Opitutus terrae PB90-1	31
1883	Streptomyces	29
709032	Sulfuricurvum kujiense DSM 16994	25
509190	Caulobacter segnis ATCC 21756	22
656366	Arthrobacter alpinus	22
682795	Granulicella mallensis MP5ACTX8	21
10116	Rattus norvegicus	20
366602	Caulobacter sp. K31	20
448385	Sorangium cellulosum So ce56	20
590998	Cellulomonas fimi ATCC 484	20
87882	Burkholderia cepacia complex	19
685727	Rhodococcus hoagii 103S	19
1245469	Bradyrhizobium oligotrophicum S58	18
573	Klebsiella pneumoniae	17
1663	Arthrobacter	17
9606	Homo sapiens	17
311403	Agrobacterium radiobacter K84	17
741155	Pseudomonas alcaliphila JAB1	16
2053	Gordonia	15
2209	Methanosarcina mazei	15
319225	Chlorobium luteolum DSM 273	15
680198	Streptomyces scabiei 87.22	15
1389489	Leifsonia xyli subsp. cynodontis DSM 46306	15
511	Alcaligenes faecalis	14
1760	Actinobacteria	14
1763	Mycobacterium	14
1603606	Desulfuromonas soudanensis	14
1827	Rhodococcus	12
438753	Azorhizobium caulinodans ORS 571	12
29549	Rhodothermus marinus	11
145259	Leptospira biflexa serovar Patoc	11
479433	Catenulispora acidiphila DSM 44928	11
1182571	Deinococcus swuensis	11
1644061	Natrialbaceae	11
1690815	Pseudonocardia sp. HH130630-07	11
286	Pseudomonas	10
31989	Rhodobacteraceae	10
279058	Collimonas arenae	10
1205910	Nocardiopsis alba ATCC BAA-2165	10
1771959	Arthrobacter sp. ATCC 21022	10
222	Achromobacter	9
131567	cellular organisms	9
349221	Micavibrio aeruginosavorus	9
1348662	Corynebacterium argentoratense DSM 44202	9
1879023	Mycobacterium sp. djl-10	9
48	Archangium gephyra	8
2157	Archaea	8
75293	Streptomyces autolyticus	8
87883	Burkholderia multivorans	8
555778	Halothiobacillus neapolitanus c2	8
593907	Cellulomonas gilvus ATCC 13127	8
632772	Rhodococcus opacus B4	8
32008	Burkholderia	7
103817	Janibacter terrae	7
106589	Cupriavidus	7
285473	Streptomyces rubrolavendulae	7
573370	Desulfovibrio magneticus RS-1	7
644966	Thermaerobacter marianensis DSM 12885	7
1042878	Cupriavidus necator N-1	7
1125847	Rhizobium sp. NT-26	7
1254432	Sorangium cellulosum So0157-2	7
1387353	Paludisphaera borealis	7
1903186	Brachybacterium sp. P6-10-X1	7
1923444	Shahe picorna-like virus 14	7
68249	Streptomyces pactum	6
164348	Streptomyces puniciscabiei	6
252514	Microbulbifer thermotolerans	6
314260	Parvularcula bermudensis HTCC2503	6
317660	Streptomyces sp. F2	6
571913	Luteipulveratus mongoliensis	6
675635	Pseudonocardia dioxanivorans CB1190	6
1297742	Myxococcus hansupus	6
1508404	Jeotgalibacillus malaysiensis	6
1	root	5
296	Pseudomonas fragi	5
356	Rhizobiales	5
379	Rhizobium	5
562	Escherichia coli	5
1847	Pseudonocardia	5
2045	Pimelobacter simplex	5
36809	Mycobacterium abscessus	5
40222	Methylophaga	5
54571	Streptomyces venezuelae	5
79883	Bacillus horikoshii	5
106592	Ensifer adhaerens	5
134676	Actinoplanes sp. SE50/110	5
234267	Candidatus Solibacter usitatus Ellin6076	5
246197	Myxococcus xanthus DK 1622	5
292415	Thiobacillus denitrificans ATCC 25259	5
365046	Ramlibacter tataouinensis TTB310	5
426117	Methylobacterium sp. 4-46	5
446466	Cellulomonas flavigena DSM 20109	5
446468	Nocardiopsis dassonvillei subsp. dassonvillei DSM 43111	5
456442	Methanoregula boonei 6A8	5
526225	Geodermatophilus obscurus DSM 43160	5
543877	Altererythrobacter marensis	5
595593	Arthrobacter sp. A3	5
649831	Actinoplanes sp. N902-109	5
871963	Desulfitobacterium dichloroeliminans LMG P-21439	5
927083	Sandaracinus amylolyticus	5
1032480	Microlunatus phosphovorus NM-1	5
1041522	Mycobacterium colombiense CECT 3035	5
1212491	Legionella fallonii LLAP-10	5
1300344	Isoptericola dokdonensis DS-3	5
1334629	Myxococcus fulvus 124B02	5
1354275	Mycobacterium vaccae 95051	5
1619308	Cnuibacter physcomitrellae	5
