TaxID	Lineage	Freq
10116	Rattus norvegicus	4861748
1	root	231165
314146	Euarchontoglires	185592
9606	Homo sapiens	51262
131567	cellular organisms	36185
75906	Thermocrinis ruber	17476
2	Bacteria	12340
460265	Methylobacterium nodulans ORS 2060	8222
85413	Bosea	7772
1747	Cutibacterium acnes	7272
374840	Enterobacteria phage phiX174 sensu lato	5947
106590	Cupriavidus necator	4889
13687	Sphingomonas	4842
1349410	Pandoravirus salinus	4727
286	Pseudomonas	4311
31957	Propionibacteriaceae	4052
262722	Mycoplasma hyopneumoniae 7448	3959
1904944	Stenotrophomonas sp. LM091	3821
1224	Proteobacteria	3408
179408	Oscillatoria nigro-viridis PCC 7112	3053
1242245	Acinetobacter johnsonii XBB1	2947
425104	Shewanella sediminis HAW-EB3	2934
419435	Glypta fumiferanae ichnovirus	2924
446465	Brachybacterium faecium DSM 4810	2584
469	Acinetobacter	2494
80865	Delftia	1999
40323	Stenotrophomonas	1923
2194	Methanomicrobiaceae	1760
28450	Burkholderia pseudomallei	1695
1961362	Sphingomonas sp. NIC1	1373
1236	Gammaproteobacteria	1352
32033	Xanthomonadaceae	1263
976	Bacteroidetes	1147
1760	Actinobacteria	1124
11768	Feline leukemia virus	1097
1028989	Pseudomonas sp. StFLB209	1043
1912216	Cutibacterium	1025
106370	Frankia casuarinae	1017
35237	dsDNA viruses, no RNA stage	985
41297	Sphingomonadaceae	978
463025	Bordetella bronchialis	932
75105	Paraburkholderia caribensis	910
1763	Mycobacterium	893
180282	Delftia tsuruhatensis	826
32008	Burkholderia	802
1883	Streptomyces	769
1590	Lactobacillus plantarum	767
227290	Rhizobium/Agrobacterium group	738
1389489	Leifsonia xyli subsp. cynodontis DSM 46306	655
266940	Kineococcus radiotolerans SRS30216 = ATCC BAA-149	645
28211	Alphaproteobacteria	639
867902	Ornithobacterium rhinotracheale DSM 15997	618
11786	Murine leukemia virus	599
1228997	Riemerella anatipestifer RA-CH-1	599
1408281	Endomicrobium proavitum	596
487	Neisseria meningitidis	590
1349409	Pandoravirus dulcis	585
80864	Comamonadaceae	561
298653	Frankia sp. EAN1pec	514
303	Pseudomonas putida	503
727	Haemophilus influenzae	492
2093	Mycoplasma	466
362976	Haloquadratum walsbyi DSM 16790	408
1605721	Pandoravirus inopinatum	405
755732	Fluviicola taffensis DSM 16823	401
192952	Methanosarcina mazei Go1	395
46021	Paramecium bursaria Chlorella virus NY2A	392
1536770	Paenibacillus sp. FSL R5-0345	388
693979	Bacteroides helcogenes P 36-108	387
621456	Sphingomonas melonis TY	383
11801	Moloney murine leukemia virus	378
760011	Sphaerochaeta coccoides DSM 17374	368
243365	Chromobacterium violaceum ATCC 12472	367
80840	Burkholderiales	357
1541819	Mycobacterium phage Omnicron	357
204457	Sphingomonadales	345
1547283	Bacillus weihaiensis	344
1301	Streptococcus	340
353212	Mammalian gammaretrovirus group	339
644966	Thermaerobacter marianensis DSM 12885	338
265522	Hyposoter fugitivus ichnovirus	314
2207	Methanosarcina	309
316273	Xanthomonas campestris pv. vesicatoria str. 85-10	306
2285	Sulfolobus acidocaldarius	303
1903686	Jeotgalibaca sp. PTS2502	303
266264	Cupriavidus metallidurans CH34	297
1173026	Gloeocapsa sp. PCC 7428	297
547559	Natrialba magadii ATCC 43099	296
1051646	Vibrio tubiashii ATCC 19109	293
41275	Brevundimonas	292
2371	Xylella fastidiosa	288
153135	Gammaretrovirus	286
1503054	Burkholderia stagnalis	280
1091494	Methylomicrobium alcaliphilum 20Z	277
1827	Rhodococcus	275
34085	Riemerella anatipestifer	273
1117	Cyanobacteria	266
1249662	Burkholderia thailandensis E444	266
543728	Variovorax paradoxus S110	263
1783272	Terrabacteria group	258
86106	endosymbiont of Acanthamoeba sp. UWC8	257
1227454	Halobiforma nitratireducens JCM 10879	256
356	Rhizobiales	255
376489	Halotalea alkalilenta	248
1263761	Mycoplasma pneumoniae 39443	247
1606016	Elizabethkingia endophytica	246
1940762	Nostocales cyanobacterium HT-58-2	245
860235	Kibdelosporangium phytohabitans	244
11840	Gibbon ape leukemia virus	243
543	Enterobacteriaceae	237
76123	Prevotella enoeca	236
1716	Corynebacterium	235
1036677	Methanosarcina soligelidi	235
694430	Natronococcus occultus SP4	234
1279	Staphylococcus	233
588932	Brevundimonas naejangsanensis	233
1528099	Lawsonella clevelandensis	229
51368	unclassified dsDNA viruses	223
322019	Acanthocystis turfacea Chlorella virus 1	219
135621	Pseudomonadaceae	217
403957	Virgibacillus sp. SK37	213
165695	Sphingobium	206
87882	Burkholderia cepacia complex	203
1239	Firmicutes	199
39960	Erythrobacter litoralis	199
13035	Dactylococcopsis salina PCC 8305	197
44742	Desulfovibrio fairfieldensis	192
1268635	Legionella oakridgensis ATCC 33761 = DSM 21215	188
353769	unclassified Gammaretrovirus	187
1774273	Polaribacter vadi	186
572544	Ilyobacter polytropus DSM 2926	184
1592335	Pseudoplusia includens SNPV IE	183
358396	Halobiforma lacisalsi AJ5	181
10280	Molluscum contagiosum virus subtype 1	179
407	Methylobacterium	176
1434107	Methanosarcina barkeri 3	173
502025	Haliangium ochraceum DSM 14365	172
357	Agrobacterium	170
562	Escherichia coli	169
511	Alcaligenes faecalis	166
1477	Paenibacillus larvae subsp. pulvifaciens	165
37329	Nocardia farcinica	160
49546	Flavobacteriaceae	159
91347	Enterobacterales	158
287	Pseudomonas aeruginosa	156
2251	Haloferax	156
294	Pseudomonas fluorescens	153
40324	Stenotrophomonas maltophilia	151
1448139	Aeromonas hydrophila YL17	150
1358	Lactococcus lactis	149
111527	pseudomallei group	147
146923	Streptomyces parvulus	147
323259	Methanospirillum hungatei JF-1	147
394239	Koala retrovirus	147
479431	Nakamurella multipartita DSM 44233	147
338	Xanthomonas	143
106589	Cupriavidus	141
186802	Clostridiales	141
1336794	Formosa sp. Hel1_33_131	141
28216	Betaproteobacteria	140
465515	Micrococcus luteus NCTC 2665	140
1434111	Methanosarcina lacustris Z-7289	140
883	Desulfovibrio vulgaris str. 'Miyazaki F'	138
1386	Bacillus	138
1705	Corynebacterium stationis	137
135614	Xanthomonadales	137
1804984	Burkholderia sp. OLGA172	137
279058	Collimonas arenae	136
470	Acinetobacter baumannii	133
48	Archangium gephyra	132
1894	Streptomyces aureofaciens	131
44577	Nitrosomonas ureae	130
583355	Coraliomargarita akajimensis DSM 45221	130
1249658	Burkholderia pseudomallei PB08298010	130
186826	Lactobacillales	129
316	Pseudomonas stutzeri	128
