TaxID	Lineage	Freq
1	root	1324
10116	Rattus norvegicus	1254
314146	Euarchontoglires	331
28173	Vibrio nigripulchritudo	144
889378	Spirochaeta africana DSM 8902	123
9606	Homo sapiens	118
374840	Enterobacteria phage phiX174 sensu lato	41
2194	Methanomicrobiaceae	40
183963	Halobacteria	26
22	Shewanella	13
1289591	Rhodococcus erythropolis R138	8
1207075	Pseudomonas sp. UW4	7
131567	cellular organisms	6
356	Rhizobiales	5
119060	Burkholderiaceae	4
1028989	Pseudomonas sp. StFLB209	4
1662285	Methylophilus sp. TWE2	4
1117	Cyanobacteria	3
2041	Aeromicrobium erythreum	3
61624	Paenibacillus mucilaginosus	3
106590	Cupriavidus necator	2
413496	Cronobacter	2
1805714	Christensenella massiliensis	2
1224	Proteobacteria	1
1428	Bacillus thuringiensis	1
1768	Mycobacterium kansasii	1
2251	Haloferax	1
106589	Cupriavidus	1
111780	Stanieria cyanosphaera PCC 7437	1
118163	Pleurocapsa sp. PCC 7327	1
177437	Desulfobacterium autotrophicum HRM2	1
301105	Enterobacter hormaechei subsp. hormaechei	1
373994	Rivularia sp. PCC 7116	1
644282	Desulfarculus baarsii DSM 2075	1
706587	Desulfomonile tiedjei DSM 6799	1
756272	Rubinisphaera brasiliensis DSM 5305	1
875328	Mycobacterium sinense	1
1123366	Thalassospira xiamenensis M-5 = DSM 17429	1
1197325	Mycoplasma wenyonii str. Massachusetts	1
1208324	Celeribacter indicus	1
1245469	Bradyrhizobium oligotrophicum S58	1
1307763	Kiritimatiella glycovorans	1
1486262	Martelella endophytica	1
1536771	Paenibacillus sp. FSL R5-0912	1
1910952	G4microvirus	1
1922576	Beihai picorna-like virus 33	1
