TaxID	Lineage	Freq
1834200	Parabacteroides sp. YL27	1174265
816	Bacteroides	681498
171549	Bacteroidales	569764
2	Bacteria	512183
10116	Rattus norvegicus	337435
976	Bacteroidetes	281799
880074	Barnesiella viscericola DSM 18177	196223
435591	Parabacteroides distasonis ATCC 8503	187176
679935	Alistipes finegoldii DSM 17242	173616
435590	Bacteroides vulgatus ATCC 8482	133139
246787	Bacteroides cellulosilyticus	131319
186802	Clostridiales	124245
667015	Bacteroides salanitronis DSM 18170	117586
292800	Flavonifractor plautii	108062
817	Bacteroides fragilis	107858
1796613	Bacteroides caecimuris	103832
997877	Bacteroides dorei CL03T12C01	101121
1239	Firmicutes	97437
838	Prevotella	95605
1297617	Intestinimonas butyriciproducens	93802
264731	Prevotella ruminicola 23	92948
693746	Oscillibacter valericigenes Sjm18-20	84932
693979	Bacteroides helcogenes P 36-108	76617
28116	Bacteroides ovatus	76119
543	Enterobacteriaceae	75536
818	Bacteroides thetaiotaomicron	74973
709991	Odoribacter splanchnicus DSM 20712	70694
1	root	69610
131567	cellular organisms	65006
1783272	Terrabacteria group	64738
908937	Prevotella dentalis DSM 3688	59954
1834198	Ruminiclostridium sp. KB18	53843
585394	Roseburia hominis A2-183	45058
1834196	Lachnoclostridium sp. YL32	44899
76123	Prevotella enoeca	44748
1224	Proteobacteria	40409
28112	Tannerella forsythia	39772
1642647	Proteiniphilum saccharofermentans	38465
1871021	Lachnoclostridium phocaeense	37498
1796616	Blautia sp. YL58	36618
200643	Bacteroidia	35098
575614	Prevotella sp. oral taxon 299 str. F0039	34747
186803	Lachnospiraceae	34289
1834205	Burkholderiales bacterium YL45	33161
837	Porphyromonas gingivalis	32959
712710	Tannerella sp. oral taxon HOT-286	32943
28131	Prevotella intermedia	32689
694427	Paludibacter propionicigenes WB4	32105
49546	Flavobacteriaceae	30106
1642646	Petrimonas mucosa	29360
186813	unclassified Clostridiales	28667
515619	[Eubacterium rectale] ATCC 33656	28648
1433126	Mucinivorans hirudinis	26368
314146	Euarchontoglires	26258
697329	Ruminococcus albus 7 = DSM 20455	21778
1562970	Fermentimonas caenicola	21568
515620	[Eubacterium] eligens ATCC 27750	21140
357809	Lachnoclostridium phytofermentans ISDg	20927
610130	[Clostridium] saccharolyticum WM1	20852
1485	Clostridium	20390
879243	Porphyromonas asaccharolytica DSM 20707	20280
1160721	Ruminococcus bicirculans	19896
515622	Butyrivibrio proteoclasticus B316	19830
1400053	Bacteroidales bacterium CF	19369
767031	Prevotella denticola F0289	18588
226186	Bacteroides thetaiotaomicron VPI-5482	18066
185008	Butyrivibrio hungatei	17210
889453	Alkalitalea saponilacus	16833
830	Butyrivibrio	16772
553174	Prevotella melaninogenica ATCC 25845	16719
649756	Anaerostipes hadrus	16717
186801	Clostridia	16414
1168034	Draconibacterium orientale	15902
203275	Tannerella forsythia 92A2	15100
