TaxID	Lineage	Freq
10116	Rattus norvegicus	1745021
314146	Euarchontoglires	1465061
1	root	40501
9606	Homo sapiens	28138
131567	cellular organisms	23934
364745	Choristoneura occidentalis granulovirus	16464
2100	Mycoplasma hyorhinis	5045
2041	Aeromicrobium erythreum	1561
374840	Enterobacteria phage phiX174 sensu lato	1504
286	Pseudomonas	1180
272624	Legionella pneumophila subsp. pneumophila str. Philadelphia 1	1023
2194	Methanomicrobiaceae	701
37296	Human gammaherpesvirus 8	617
2	Bacteria	485
356	Rhizobiales	435
1114970	Pseudomonas fluorescens F113	404
2093	Mycoplasma	377
2115	Mycoplasma fermentans	374
948	Anaplasma phagocytophilum	323
1760	Actinobacteria	229
388950	Pontibacter akesuensis	214
872331	Mycoplasma hyorhinis HUB-1	173
1889	Streptomyces ambofaciens	117
1445510	Gynuella sunshinyii YC6258	117
1224	Proteobacteria	113
1715989	Candidatus Nitrospira inopinata	104
31989	Rhodobacteraceae	93
11768	Feline leukemia virus	88
165695	Sphingobium	78
435897	Lysobacter capsici	72
573065	Asticcacaulis excentricus CB 48	72
573	Klebsiella pneumoniae	71
31957	Propionibacteriaceae	71
1236	Gammaproteobacteria	69
294	Pseudomonas fluorescens	68
1883	Streptomyces	66
543	Enterobacteriaceae	65
106590	Cupriavidus necator	58
590745	Mus musculus mobilized endogenous polytropic provirus	58
1783272	Terrabacteria group	57
749414	Streptomyces bingchenggensis BCW-1	54
11786	Murine leukemia virus	44
35237	dsDNA viruses, no RNA stage	42
2371	Xylella fastidiosa	39
135621	Pseudomonadaceae	36
255247	Fictibacillus arsenicus	35
637387	Mycoplasma fermentans JER	33
598659	Nautilia profundicola AmH	32
1678028	Massilia sp. NR 4-1	32
930166	Pseudomonas brassicacearum	31
1763	Mycobacterium	30
52	Chondromyces crocatus	29
222891	Neorickettsia sennetsu str. Miyayama	29
36805	Microbacterium aurum	28
878220	Chryseobacterium sp. StRB126	28
87882	Burkholderia cepacia complex	27
1254432	Sorangium cellulosum So0157-2	26
1543721	Sedimenticola thiotaurini	26
32008	Burkholderia	25
28211	Alphaproteobacteria	23
445710	Dyella thiooxydans	23
208439	Amycolatopsis japonica	20
318167	Shewanella frigidimarina NCIMB 400	20
943945	Mycoplasma fermentans M64	20
75105	Paraburkholderia caribensis	19
266940	Kineococcus radiotolerans SRS30216 = ATCC BAA-149	19
455632	Streptomyces griseus subsp. griseus NBRC 13350	19
1110502	Tistrella mobilis KA081020-065	19
33910	Amycolatopsis mediterranei	18
91347	Enterobacterales	18
193462	Streptomyces niveus	18
298654	Frankia inefficax	18
595494	Tolumonas auensis DSM 9187	18
316	Pseudomonas stutzeri	17
111781	Leptolyngbya sp. PCC 7376	17
448385	Sorangium cellulosum So ce56	17
1408224	Sinorhizobium americanum CCGM7	17
75906	Thermocrinis ruber	16
425104	Shewanella sediminis HAW-EB3	16
686597	Martelella sp. AD-3	16
710421	Mycobacterium chubuense NBB4	16
1586713	Yellowstone lake phycodnavirus 1	16
1663	Arthrobacter	15
106370	Frankia casuarinae	15
307461	Apocheima cinerarium nucleopolyhedrovirus	15
338969	Rhodoferax ferrireducens T118	15
593907	Cellulomonas gilvus ATCC 13127	15
1697043	Bordetella sp. H567	15
222	Achromobacter	14
2045	Pimelobacter simplex	14
12916	Acidovorax	14
28197	Arcobacter butzleri	14
85698	Achromobacter xylosoxidans	14
136843	Pseudomonas fluorescens group	14
156889	Magnetococcus marinus MC-1	14
710696	Intrasporangium calvum DSM 43043	14
