TaxID	Lineage	Freq
314146	Euarchontoglires	141620
10116	Rattus norvegicus	72330
9606	Homo sapiens	1993
49338	Desulfitobacterium hafniense	1535
1264579	Halococcus sediminicola	353
1	root	123
907287	Mycoplasma hyopneumoniae 168	50
106590	Cupriavidus necator	32
1484116	Hymenobacter sp. PAMC 26554	18
1367847	Paracoccus aminophilus JCM 7686	15
1883	Streptomyces	14
1423	Bacillus subtilis	9
131567	cellular organisms	9
754503	Mycoplasma hyopneumoniae 7422	8
33050	Sphingopyxis macrogoltabida	5
40323	Stenotrophomonas	5
190650	Caulobacter crescentus CB15	5
262722	Mycoplasma hyopneumoniae 7448	5
572480	Arcobacter nitrofigilis DSM 7299	5
1453429	Candidatus Atelocyanobacterium thalassa isolate ALOHA	5
93064	Sphingomonas koreensis	4
1332264	Tessaracoccus sp. NSG39	4
1415773	Mycoplasma ovis str. Michigan	4
2	Bacteria	3
262	Francisella	3
1804984	Burkholderia sp. OLGA172	3
445	Legionella	2
777	Coxiella burnetii	2
56956	Thermus brockianus	2
358396	Halobiforma lacisalsi AJ5	2
749414	Streptomyces bingchenggensis BCW-1	2
1891280	Sulfolobus sp. A20	2
210	Helicobacter pylori	1
286	Pseudomonas	1
433	Acetobacteraceae	1
1428	Bacillus thuringiensis	1
1552	Clostridium estertheticum subsp. estertheticum	1
1705	Corynebacterium stationis	1
1760	Actinobacteria	1
1763	Mycobacterium	1
1768	Mycobacterium kansasii	1
1791	Mycobacterium aurum	1
1827	Rhodococcus	1
2103	Mycoplasma mycoides subsp. mycoides	1
2207	Methanosarcina	1
32008	Burkholderia	1
34073	Variovorax paradoxus	1
67267	Streptomyces alboflavus	1
87882	Burkholderia cepacia complex	1
90270	Xanthomonas gardneri	1
169760	Paenibacillus stellifer	1
187272	Alkalilimnicola ehrlichii MLHE-1	1
207559	Desulfovibrio alaskensis G20	1
234612	Streptomyces sp. TN58	1
262719	Mycoplasma hyopneumoniae J	1
269800	Thermobifida fusca YX	1
300019	Microbacterium paludicola	1
349521	Hahella chejuensis KCTC 2396	1
360107	Campylobacter hominis ATCC BAA-381	1
367477	Microbacterium sp. XT11	1
460265	Methylobacterium nodulans ORS 2060	1
463014	Bordetella flabilis	1
483219	Myxococcus fulvus HW-1	1
521674	Planctopirus limnophila DSM 3776	1
644801	Pseudomonas stutzeri RCH2	1
644966	Thermaerobacter marianensis DSM 12885	1
645127	Corynebacterium kroppenstedtii DSM 44385	1
649638	Truepera radiovictrix DSM 17093	1
670307	Hyphomicrobium denitrificans 1NES1	1
717610	Vibrio harveyi group	1
748449	Halobacteroides halobius DSM 5150	1
882378	Paraburkholderia rhizoxinica HKI 454	1
1003195	Streptomyces cattleya NRRL 8057 = DSM 46488	1
1032845	Rickettsia heilongjiangensis 054	1
1036672	Advenella kashmirensis WT001	1
1121353	Corynebacterium callunae DSM 20147	1
1205910	Nocardiopsis alba ATCC BAA-2165	1
1207504	Burkholderia pseudomultivorans	1
1224742	Vibrio campbellii CAIM 519 = NBRC 15631	1
1249661	Burkholderia thailandensis MSMB121	1
1262452	Streptomyces sp. 769	1
1274631	Bradyrhizobium icense	1
1391653	Vulgatibacter incomptus	1
1455609	Haloterrigena jeotgali A29	1
1536771	Paenibacillus sp. FSL R5-0912	1
1707785	Massilia sp. WG5	1
1769296	Candidatus Methanomethylophilus sp. 1R26	1
1783272	Terrabacteria group	1
