TaxID	Lineage	Freq
10116	Rattus norvegicus	2074393
314146	Euarchontoglires	753363
131567	cellular organisms	41427
948	Anaplasma phagocytophilum	37302
9606	Homo sapiens	16706
1715989	Candidatus Nitrospira inopinata	3640
1	root	3207
573065	Asticcacaulis excentricus CB 48	2303
1702287	Negativicoccus massiliensis	1172
364745	Choristoneura occidentalis granulovirus	814
1445510	Gynuella sunshinyii YC6258	782
1760	Actinobacteria	438
2041	Aeromicrobium erythreum	316
1239	Firmicutes	281
28211	Alphaproteobacteria	276
356	Rhizobiales	251
1224	Proteobacteria	184
1805714	Christensenella massiliensis	182
630626	Shimwellia blattae DSM 4481 = NBRC 105725	174
2	Bacteria	160
1386	Bacillus	140
222891	Neorickettsia sennetsu str. Miyayama	105
54571	Streptomyces venezuelae	103
713585	Thioalkalivibrio paradoxus ARh 1	94
1667587	Papio ursinus cytomegalovirus	91
1883	Streptomyces	71
213554	Halomonas campaniensis	66
675635	Pseudonocardia dioxanivorans CB1190	63
1264579	Halococcus sediminicola	59
1080068	Leptolyngbya sp. O-77	57
83986	Methanoculleus bourgensis	46
1286528	Neorickettsia helminthoeca str. Oregon	46
1945662	Paracoccus contaminans	46
1173022	Crinalium epipsammum PCC 9333	45
1847	Pseudonocardia	43
1889	Streptomyces ambofaciens	43
388950	Pontibacter akesuensis	41
561304	Mycobacterium leprae Br4923	41
1110502	Tistrella mobilis KA081020-065	40
1279	Staphylococcus	38
1891926	Fuerstia marisgermanicae	37
48	Archangium gephyra	36
286	Pseudomonas	36
13134	Magnetospirillum	36
1357915	Arthrobacter sp. QXT-31	36
2371	Xylella fastidiosa	35
1543721	Sedimenticola thiotaurini	35
12916	Acidovorax	34
1849032	Arthrobacter sp. U41	33
204457	Sphingomonadales	32
710421	Mycobacterium chubuense NBB4	32
298654	Frankia inefficax	31
33910	Amycolatopsis mediterranei	28
479431	Nakamurella multipartita DSM 44233	28
784	Orientia tsutsugamushi	27
1229727	Thiobacimonas profunda	27
446470	Stackebrandtia nassauensis DSM 44728	26
525146	Desulfovibrio desulfuricans subsp. desulfuricans str. ATCC 27774	26
31989	Rhodobacteraceae	25
931626	Acetobacterium woodii DSM 1030	25
340	Xanthomonas campestris pv. campestris	24
59753	Alcanivorax	24
192	Azospirillum brasilense	23
28095	Burkholderia gladioli	23
288000	Bradyrhizobium sp. BTAi1	23
364410	Granulibacter bethesdensis	23
656024	Frankia symbiont of Datisca glomerata	23
930166	Pseudomonas brassicacearum	23
1423143	Bacillus thuringiensis Bt18247	23
1555112	Limnochorda pilosa	23
35237	dsDNA viruses, no RNA stage	22
68214	Streptomyces griseochromogenes	22
106370	Frankia casuarinae	22
326424	Frankia alni ACN14a	22
222	Achromobacter	21
28197	Arcobacter butzleri	21
38300	Streptomyces pristinaespiralis	21
337191	Gordonia sp. KTR9	20
378753	Kocuria rhizophila DC2201	20
587753	Pseudomonas chlororaphis	20
697329	Ruminococcus albus 7 = DSM 20455	20
1632864	Planctomyces sp. SH-PL14	20
52	Chondromyces crocatus	19
106590	Cupriavidus necator	19
318683	Gluconobacter albidus	19
351671	Xenorhabdus doucetiae	19
797114	Halosimplex carlsbadense 2-9-1	19
1223802	Sulfuritalea hydrogenivorans sk43H	19
1841249	Streptomyces sp. RTd22	19
1852373	Murdochiella sp. Marseille-P2341	19
294	Pseudomonas fluorescens	18
1703	Brevibacterium linens	18
37329	Nocardia farcinica	18
396588	Thioalkalivibrio sulfidiphilus HL-EbGr7	18
1448860	Halobellus rufus	18
407	Methylobacterium	17
1663	Arthrobacter	17
87882	Burkholderia cepacia complex	17
176299	Agrobacterium fabrum str. C58	17
402384	Halobacillus mangrovi	17
479435	Kribbella flavida DSM 17836	17
716541	Enterobacter cloacae subsp. cloacae ATCC 13047	17
999552	Leisingera methylohalidivorans DSM 14336	17
1420917	Marinobacter salarius	17
1909395	Nonomuraea sp. ATCC 55076	17
379	Rhizobium	16
613	Serratia	16
1236	Gammaproteobacteria	16
1763	Mycobacterium	16
33990	Rickettsia bellii	16
141451	Oleiphilus messinensis	16
1250539	Pelagibaca abyssi	16
1538644	Sphingobacterium sp. ML3W	16
1561022	Streptomyces sp. CCM_MD2014	16
1238	Piscirickettsia salmonis	15
2237	Haloarcula	15
40324	Stenotrophomonas maltophilia	15
41295	Rhodospirillaceae	15
331113	Simkania negevensis Z	15
1293048	Halopiger goleimassiliensis	15
1985873	Sulfuriferula sp. AH1	15
11757	Mouse mammary tumor virus	14
446462	Actinosynnema mirum DSM 43827	14
572477	Allochromatium vinosum DSM 180	14
640512	Burkholderia sp. CCGE1003	14
674703	Rhodoplanes sp. Z2-YC6860	14
680198	Streptomyces scabiei 87.22	14
1173026	Gloeocapsa sp. PCC 7428	14
1254432	Sorangium cellulosum So0157-2	14
1307761	Salinispira pacifica	14
1334629	Myxococcus fulvus 124B02	14
1450761	Aneurinibacillus sp. XH2	14
1812934	Enterobacter cloacae complex 'Hoffmann cluster III'	14
1838286	Lacunisphaera limnophila	14
1852374	Ezakiella massiliensis	14
270	Thermus	13
29341	Clostridium argentinense	13
75105	Paraburkholderia caribensis	13
221109	Oceanobacillus iheyensis HTE831	13
313598	Polaribacter sp. MED152	13
314260	Parvularcula bermudensis HTCC2503	13
391626	Octadecabacter antarcticus 307	13
445710	Dyella thiooxydans	13
525897	Desulfomicrobium baculatum DSM 4028	13
571913	Luteipulveratus mongoliensis	13
1117647	Simiduia agarivorans SA1 = DSM 21679	13
1293039	Methanobrevibacter arboriphilus JCM 9315	13
1337936	Calothrix sp. 336/3	13
1630693	Gemmata sp. SH-PL17	13
1736675	Devosia sp. A16	13
1915	Streptomyces lincolnensis	12
43657	Pseudoalteromonas luteoviolacea	12
80840	Burkholderiales	12
93220	Pandoraea pnomenusa	12
255247	Fictibacillus arsenicus	12
311403	Agrobacterium radiobacter K84	12
595494	Tolumonas auensis DSM 9187	12
941639	Bacillus coagulans 2-6	12
1455609	Haloterrigena jeotgali A29	12
1729720	Salegentibacter sp. T436	12
1858609	Acidovorax sp. T1	12
338	Xanthomonas	11
61624	Paenibacillus mucilaginosus	11
