TaxID	Lineage	Freq
10116	Rattus norvegicus	5936755
314146	Euarchontoglires	4455391
9606	Homo sapiens	108888
131567	cellular organisms	76369
1	root	29783
2041	Aeromicrobium erythreum	11852
364745	Choristoneura occidentalis granulovirus	9142
948	Anaplasma phagocytophilum	4891
356	Rhizobiales	4344
1760	Actinobacteria	2856
573065	Asticcacaulis excentricus CB 48	2596
11768	Feline leukemia virus	1735
1445510	Gynuella sunshinyii YC6258	1695
388950	Pontibacter akesuensis	1593
255247	Fictibacillus arsenicus	1229
2	Bacteria	871
1715989	Candidatus Nitrospira inopinata	779
1543721	Sedimenticola thiotaurini	747
1239	Firmicutes	743
1747	Cutibacterium acnes	643
222891	Neorickettsia sennetsu str. Miyayama	637
272624	Legionella pneumophila subsp. pneumophila str. Philadelphia 1	509
1883	Streptomyces	436
1224	Proteobacteria	413
44742	Desulfovibrio fairfieldensis	368
1082851	Comamonas serinivorans	294
61624	Paenibacillus mucilaginosus	290
208439	Amycolatopsis japonica	277
697329	Ruminococcus albus 7 = DSM 20455	267
1841249	Streptomyces sp. RTd22	261
31957	Propionibacteriaceae	252
48	Archangium gephyra	228
1834196	Lachnoclostridium sp. YL32	225
286	Pseudomonas	217
106590	Cupriavidus necator	216
28197	Arcobacter butzleri	207
52	Chondromyces crocatus	206
1798085	Piscine myocarditis-like virus	197
54571	Streptomyces venezuelae	195
590745	Mus musculus mobilized endogenous polytropic provirus	194
710421	Mycobacterium chubuense NBB4	184
930166	Pseudomonas brassicacearum	172
710696	Intrasporangium calvum DSM 43043	166
1632864	Planctomyces sp. SH-PL14	164
35237	dsDNA viruses, no RNA stage	160
697303	Thermoanaerobacter wiegelii Rt8.B1	156
165695	Sphingobium	155
525897	Desulfomicrobium baculatum DSM 4028	152
2371	Xylella fastidiosa	151
598659	Nautilia profundicola AmH	151
1768108	Deinococcus actinosclerus	151
445710	Dyella thiooxydans	148
338	Xanthomonas	147
266940	Kineococcus radiotolerans SRS30216 = ATCC BAA-149	146
450378	Croceicoccus marinus	145
1334629	Myxococcus fulvus 124B02	144
298654	Frankia inefficax	143
1763	Mycobacterium	142
316058	Rhodopseudomonas palustris HaA2	140
12916	Acidovorax	138
10243	Cowpox virus	135
