TaxID	Lineage	Freq
656024	Frankia symbiont of Datisca glomerata	426
1224	Proteobacteria	134
682795	Granulicella mallensis MP5ACTX8	123
274493	Chlorobium/Pelodictyon group	103
452637	Opitutus terrae PB90-1	94
648757	Rhodomicrobium vannielii ATCC 17100	90
366602	Caulobacter sp. K31	75
2	Bacteria	64
121871	Haloterrigena	58
1249661	Burkholderia thailandensis MSMB121	57
188786	Thermaceae	55
656366	Arthrobacter alpinus	48
2209	Methanosarcina mazei	46
1883	Streptomyces	45
1085624	Persicobacter sp. JZB09	44
573	Klebsiella pneumoniae	43
1245469	Bradyrhizobium oligotrophicum S58	41
1663	Arthrobacter	40
147645	Paracoccus yeei	39
448385	Sorangium cellulosum So ce56	31
680198	Streptomyces scabiei 87.22	29
1763	Mycobacterium	27
2034	Curtobacterium	27
29549	Rhodothermus marinus	27
1926494	Paraburkholderia sp. SOS3	26
68214	Streptomyces griseochromogenes	25
1702221	Faecalibaculum rodentium	23
311403	Agrobacterium radiobacter K84	21
438753	Azorhizobium caulinodans ORS 571	21
9606	Homo sapiens	20
1690815	Pseudonocardia sp. HH130630-07	20
2157	Archaea	19
741155	Pseudomonas alcaliphila JAB1	19
571913	Luteipulveratus mongoliensis	17
1796613	Bacteroides caecimuris	17
1228987	cyanobacterium endosymbiont of Epithemia turgida isolate EtSB Lake Yunoko	16
40222	Methylophaga	15
526225	Geodermatophilus obscurus DSM 43160	15
871963	Desulfitobacterium dichloroeliminans LMG P-21439	15
1182571	Deinococcus swuensis	15
1760	Actinobacteria	14
31989	Rhodobacteraceae	14
1032480	Microlunatus phosphovorus NM-1	14
286	Pseudomonas	13
32008	Burkholderia	13
87882	Burkholderia cepacia complex	13
227882	Streptomyces avermitilis MA-4680 = NBRC 14893	13
479433	Catenulispora acidiphila DSM 44928	13
709032	Sulfuricurvum kujiense DSM 16994	13
1042878	Cupriavidus necator N-1	13
1771959	Arthrobacter sp. ATCC 21022	13
164348	Streptomyces puniciscabiei	12
237610	Pseudomonas psychrotolerans	12
131567	cellular organisms	11
246197	Myxococcus xanthus DK 1622	11
1827	Rhodococcus	10
10116	Rattus norvegicus	10
75293	Streptomyces autolyticus	10
87883	Burkholderia multivorans	10
1121362	Corynebacterium halotolerans YIM 70093 = DSM 44683	10
1795043	Burkholderia sp. PAMC 26561	10
298654	Frankia inefficax	9
317660	Streptomyces sp. F2	9
380021	Pseudomonas protegens	9
1125847	Rhizobium sp. NT-26	9
1254432	Sorangium cellulosum So0157-2	9
1262452	Streptomyces sp. 769	9
926	Thiomonas intermedia	8
