TaxID	Lineage	Freq
10116	Rattus norvegicus	21397640
314146	Euarchontoglires	7343808
9606	Homo sapiens	1863964
131567	cellular organisms	83301
356	Rhizobiales	55910
1	root	46901
446469	Sanguibacter keddieii DSM 10542	19725
875328	Mycobacterium sinense	17412
2041	Aeromicrobium erythreum	2771
948	Anaplasma phagocytophilum	2759
1783272	Terrabacteria group	1573
2	Bacteria	1178
91347	Enterobacterales	930
364745	Choristoneura occidentalis granulovirus	762
745776	Deinococcus gobiensis I-0	727
374840	Enterobacteria phage phiX174 sensu lato	720
106590	Cupriavidus necator	585
1224	Proteobacteria	490
75906	Thermocrinis ruber	377
1445510	Gynuella sunshinyii YC6258	367
1883	Streptomyces	350
1763	Mycobacterium	328
388950	Pontibacter akesuensis	296
1760	Actinobacteria	289
2194	Methanomicrobiaceae	287
75105	Paraburkholderia caribensis	258
543	Enterobacteriaceae	240
246195	Dichelobacter nodosus VCS1703A	235
425104	Shewanella sediminis HAW-EB3	214
190893	Vibrio coralliilyticus	200
286	Pseudomonas	195
31957	Propionibacteriaceae	195
460265	Methylobacterium nodulans ORS 2060	185
1236	Gammaproteobacteria	180
1349410	Pandoravirus salinus	175
316	Pseudomonas stutzeri	151
983548	Dokdonia sp. 4H-3-7-5	151
171	Leptospira	145
435897	Lysobacter capsici	145
1386	Bacillus	133
1127134	Nocardia cyriacigeorgica GUH-2	130
68	Lysobacter	116
85413	Bosea	116
889211	Erwinia amylovora ATCC BAA-2158	116
39420	Feldmannia species virus	115
285	Comamonas testosteroni	114
1547283	Bacillus weihaiensis	110
262722	Mycoplasma hyopneumoniae 7448	104
727	Haemophilus influenzae	103
754477	Methylophaga frappieri	99
298654	Frankia inefficax	97
573065	Asticcacaulis excentricus CB 48	97
48	Archangium gephyra	93
28197	Arcobacter butzleri	92
179408	Oscillatoria nigro-viridis PCC 7112	92
87882	Burkholderia cepacia complex	91
469371	Thermobispora bispora DSM 43833	90
288000	Bradyrhizobium sp. BTAi1	89
479431	Nakamurella multipartita DSM 44233	88
1254432	Sorangium cellulosum So0157-2	88
1715989	Candidatus Nitrospira inopinata	87
1536770	Paenibacillus sp. FSL R5-0345	86
12916	Acidovorax	84
106370	Frankia casuarinae	84
2207	Methanosarcina	83
419435	Glypta fumiferanae ichnovirus	82
562	Escherichia coli	81
272624	Legionella pneumophila subsp. pneumophila str. Philadelphia 1	81
1590	Lactobacillus plantarum	78
32008	Burkholderia	77
1030157	Sphingomonas sp. KC8	77
1827	Rhodococcus	76
11768	Feline leukemia virus	75
35237	dsDNA viruses, no RNA stage	74
80840	Burkholderiales	73
269799	Geobacter metallireducens GS-15	73
745310	Sphingomonas sp. MM-1	71
1045858	Brachyspira intermedia PWS/A	71
634177	Komagataeibacter medellinensis NBRC 3288	70
80865	Delftia	69
222891	Neorickettsia sennetsu str. Miyayama	69
498761	Heliobacterium modesticaldum Ice1	69
1294143	Pseudomonas sp. ATCC 13867	67
1538644	Sphingobacterium sp. ML3W	67
326427	Chloroflexus aggregans DSM 9485	66
644284	Arcanobacterium haemolyticum DSM 20595	66
860235	Kibdelosporangium phytohabitans	65
59753	Alcanivorax	63
47763	Streptomyces lydicus	62
754035	Mesorhizobium australicum WSM2073	62
1379870	Spirosoma radiotolerans	62
1841249	Streptomyces sp. RTd22	61
517	Bordetella	60
391735	Verminephrobacter eiseniae EF01-2	60
479435	Kribbella flavida DSM 17836	60
502025	Haliangium ochraceum DSM 14365	60
287	Pseudomonas aeruginosa	59
103817	Janibacter terrae	59
479433	Catenulispora acidiphila DSM 44928	59
593907	Cellulomonas gilvus ATCC 13127	59
94132	Ramlibacter tataouinensis	58
749414	Streptomyces bingchenggensis BCW-1	58
294	Pseudomonas fluorescens	57
303	Pseudomonas putida	57
93064	Sphingomonas koreensis	57
103796	Pseudomonas syringae pv. actinidiae	57
61624	Paenibacillus mucilaginosus	56
686597	Martelella sp. AD-3	56
1132497	Sulfolobus islandicus M.16.2	56
1408281	Endomicrobium proavitum	56
52	Chondromyces crocatus	55
976	Bacteroidetes	54
269800	Thermobifida fusca YX	54
407	Methylobacterium	53
62928	Azoarcus sp. BH72	53
192952	Methanosarcina mazei Go1	53
680198	Streptomyces scabiei 87.22	53
86661	Bacillus cereus group	52
396588	Thioalkalivibrio sulfidiphilus HL-EbGr7	52
448385	Sorangium cellulosum So ce56	52
1109743	Streptomyces sp. SCSIO 03032	52
642	Aeromonas	51
111527	pseudomallei group	51
298653	Frankia sp. EAN1pec	51
1408224	Sinorhizobium americanum CCGM7	51
1842539	Bosea sp. RAC05	51
192	Azospirillum brasilense	50
1719	Corynebacterium pseudotuberculosis	50
190721	Ralstonia insidiosa	50
471854	Dyadobacter fermentans DSM 18053	50
706587	Desulfomonile tiedjei DSM 6799	50
1909395	Nonomuraea sp. ATCC 55076	50
56458	Xanthomonas sacchari	49
193462	Streptomyces niveus	49
216946	Spiroplasma turonicum	49
479432	Streptosporangium roseum DSM 43021	49
868864	Desulfurobacterium thermolithotrophum DSM 11699	49
1434111	Methanosarcina lacustris Z-7289	49
1729720	Salegentibacter sp. T436	49
262	Francisella	48
266940	Kineococcus radiotolerans SRS30216 = ATCC BAA-149	48
378806	Stigmatella aurantiaca DW4/3-1	48
857087	Methylomonas methanica MC09	48
927083	Sandaracinus amylolyticus	48
408015	Streptomyces xiamenensis	47
452652	Kitasatospora setae KM-6054	47
1048245	Mycobacterium canettii CIPT 140010059	47
1334629	Myxococcus fulvus 124B02	47
375	Bradyrhizobium japonicum	46
119060	Burkholderiaceae	46
445710	Dyella thiooxydans	46
482957	Burkholderia lata	46
528244	Azospirillum thiophilum	46
571913	Luteipulveratus mongoliensis	46
984262	Saprospira grandis str. Lewin	46
1144275	Corallococcus coralloides DSM 2259	46
374	Bradyrhizobium	45
1129	Synechococcus	45
1301	Streptococcus	45
11786	Murine leukemia virus	45
28095	Burkholderia gladioli	45
234267	Candidatus Solibacter usitatus Ellin6076	45
