TaxID	Lineage	Freq
131567	cellular organisms	3313645
10116	Rattus norvegicus	944551
1702287	Negativicoccus massiliensis	715163
1455609	Haloterrigena jeotgali A29	531302
145261	Methanothermobacter wolfeii	151940
314146	Euarchontoglires	117755
1	root	73680
1805714	Christensenella massiliensis	50557
771875	Fervidobacterium pennivorans DSM 9078	48087
9606	Homo sapiens	20984
1036672	Advenella kashmirensis WT001	16487
2	Bacteria	11470
1360	Lactococcus lactis subsp. lactis	9198
83986	Methanoculleus bourgensis	8015
1401257	Xanthomonas citri pv. glycines str. 8ra	8002
243275	Treponema denticola ATCC 35405	6800
1667587	Papio ursinus cytomegalovirus	4721
75105	Paraburkholderia caribensis	3510
1349410	Pandoravirus salinus	3359
358396	Halobiforma lacisalsi AJ5	3027
573370	Desulfovibrio magneticus RS-1	2889
179408	Oscillatoria nigro-viridis PCC 7112	2885
1379870	Spirosoma radiotolerans	2703
192952	Methanosarcina mazei Go1	2336
1224	Proteobacteria	2311
316275	Aliivibrio salmonicida LFI1238	2229
1236	Gammaproteobacteria	1792
1458985	Moorea producens PAL-8-15-08-1	1772
75906	Thermocrinis ruber	1687
1386	Bacillus	1599
1491	Clostridium botulinum	1589
419435	Glypta fumiferanae ichnovirus	1588
1547283	Bacillus weihaiensis	1584
697303	Thermoanaerobacter wiegelii Rt8.B1	1497
286	Pseudomonas	1441
471854	Dyadobacter fermentans DSM 18053	1364
878220	Chryseobacterium sp. StRB126	1362
1239	Firmicutes	1313
86106	endosymbiont of Acanthamoeba sp. UWC8	1297
1834196	Lachnoclostridium sp. YL32	1277
340345	Actinoalloteichus hymeniacidonis	1271
2207	Methanosarcina	1265
86661	Bacillus cereus group	1169
1940762	Nostocales cyanobacterium HT-58-2	1136
29575	Taylorella equigenitalis	1127
194	Campylobacter	1102
315358	Spiroplasma eriocheiris	1095
1358	Lactococcus lactis	1088
28871	Taterapox virus	1038
511	Alcaligenes faecalis	1037
1485	Clostridium	1032
727	Haemophilus influenzae	990
1191459	Flammeovirga sp. MY04	965
1883	Streptomyces	946
1933907	Bartonella sp. JB63	915
1434111	Methanosarcina lacustris Z-7289	894
562	Escherichia coli	892
880447	Mycoplasma leachii PG50	889
661478	Fimbriimonas ginsengisoli Gsoil 348	887
592029	Nonlabens dokdonensis DSW-6	875
1496	Clostridioides difficile	834
44249	Paenibacillus	819
210	Helicobacter pylori	803
1170562	Calothrix sp. PCC 6303	798
543	Enterobacteriaceae	795
44000	Caldicellulosiruptor	787
1230458	Natrialba taiwanensis DSM 12281	774
743722	Sphingobacterium sp. 21	763
1280	Staphylococcus aureus	741
880073	Caldithrix abyssi DSM 13497	728
1492	Clostridium butyricum	717
64895	Borreliella	703
425104	Shewanella sediminis HAW-EB3	698
1763	Mycobacterium	696
1129794	Paraglaciecola psychrophila 170	690
1685010	Chryseobacterium sp. IHB B 10212	668
470	Acinetobacter baumannii	666
1624	Lactobacillus salivarius	646
1428	Bacillus thuringiensis	640
996	Flavobacterium columnare	633
1301	Streptococcus	629
880071	Bernardetia litoralis DSM 6794	626
2132	Spiroplasma	619
572544	Ilyobacter polytropus DSM 2926	615
976	Bacteroidetes	601
1502	Clostridium perfringens	599
1111069	Thermus sp. CCB_US3_UF1	599
1783272	Terrabacteria group	593
1752063	Fischerella sp. NIES-3754	586
49546	Flavobacteriaceae	583
32008	Burkholderia	581
28890	Euryarchaeota	575
1462996	Paenibacillus yonginensis	561
29341	Clostridium argentinense	557
639282	Deferribacter desulfuricans SSM1	557
446	Legionella pneumophila	543
28450	Burkholderia pseudomallei	543
579137	Methanocaldococcus vulcanius M7	543
1288	Staphylococcus xylosus	540
1529069	Polaribacter sp. BM10	537
861360	Glutamicibacter arilaitensis Re117	533
316055	Rhodopseudomonas palustris BisA53	523
860228	Capnocytophaga canimorsus Cc5	522
1520	Clostridium beijerinckii	515
1763535	Hydrogenophaga sp. LPB0072	515
75985	Mannheimia haemolytica	487
526224	Brachyspira murdochii DSM 12563	487
1850252	Tenacibaculum sp. LPB0136	482
945713	Ignavibacterium album JCM 16511	478
197	Campylobacter jejuni	477
700598	Niastella koreensis GR20-10	477
747365	Thermodesulfobium narugense DSM 14796	477
253	Chryseobacterium indologenes	475
1238	Piscirickettsia salmonis	475
2285	Sulfolobus acidocaldarius	467
712	Pasteurellaceae	465
28197	Arcobacter butzleri	463
460265	Methylobacterium nodulans ORS 2060	461
1798085	Piscine myocarditis-like virus	460
572480	Arcobacter nitrofigilis DSM 7299	458
1534	Clostridium kluyveri	455
655815	Zunongwangia profunda SM-A87	455
